========================================
Signal Quality Analysis – futures mode
Generated: Tue May 12 17:41:44 CEST 2026
========================================
2026-05-12 16:32:10,615 [INFO] SIGNAL DOT/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:32:11,502 [INFO] SIGNAL MOVR/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:32:12,377 [INFO] SIGNAL INJ/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.250 regime=RANGING)
2026-05-12 16:32:13,225 [INFO] SIGNAL GIGGLE/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:32:14,143 [INFO] SIGNAL PENDLE/USDT → SELL | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:32:15,107 [INFO] SIGNAL QTUM/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:32:15,983 [INFO] SIGNAL DASH/USDT → BUY | conf=0.48 agree=2/2 | REJECTED: conf=0.48 < 0.54
2026-05-12 16:32:16,713 [INFO] SIGNAL ORDI/USDT → BUY | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:32:17,517 [INFO] SIGNAL EUL/USDT → SELL | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:32:56,648 [INFO] SIGNAL BTC/USDT → SELL | conf=0.42 agree=2/2 | REJECTED: conf=0.42 < 0.54
2026-05-12 16:32:57,495 [INFO] SIGNAL ETH/USDT → BUY | conf=0.42 agree=2/2 | REJECTED: conf=0.42 < 0.54
2026-05-12 16:32:58,282 [INFO] SIGNAL BNB/USDT → BUY | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:32:59,120 [INFO] SIGNAL XRP/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:32:59,950 [INFO] SIGNAL AVAX/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:33:00,985 [INFO] SIGNAL DOT/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:33:02,062 [INFO] SIGNAL MOVR/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:33:03,533 [INFO] SIGNAL INJ/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.250 regime=RANGING)
2026-05-12 16:33:04,299 [INFO] SIGNAL GIGGLE/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:33:05,119 [INFO] SIGNAL PENDLE/USDT → SELL | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:33:06,037 [INFO] SIGNAL QTUM/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:33:06,796 [INFO] SIGNAL DASH/USDT → BUY | conf=0.48 agree=2/2 | REJECTED: conf=0.48 < 0.54
